WorkOrderID,ProductID,OrderQty,StockedQty,ScrappedQty,StartDate,EndDate,DueDate,ScrapReasonID,ModifiedDate
42275,977,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42276,982,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42277,988,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42278,998,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42279,514,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42280,516,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42281,517,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42282,518,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42283,519,5,5,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42284,520,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42285,522,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42286,722,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42287,737,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42288,742,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42289,805,5,5,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42290,806,9,9,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42291,807,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42292,808,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42293,810,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42294,811,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42295,812,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42296,813,5,5,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42297,815,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42298,816,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42299,818,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42300,819,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42301,820,5,5,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42302,821,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42303,823,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42304,824,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42305,826,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42306,827,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42307,828,5,5,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42308,829,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42309,835,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42310,838,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42311,839,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42312,840,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42313,888,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42314,892,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42315,894,16,16,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42316,900,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42317,905,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42318,920,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42319,945,16,16,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42320,946,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42321,947,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42322,949,5,5,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42323,950,9,9,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42324,951,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42325,994,8,8,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42326,995,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42327,996,7,7,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42328,3,160,160,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42329,324,32,32,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42330,327,16,16,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42331,328,8,8,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42332,329,18,18,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42333,330,6,6,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42334,398,16,16,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42335,399,16,16,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42336,400,12,12,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42337,401,20,20,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42338,529,16,16,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42339,532,64,64,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42340,533,16,16,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42341,534,16,16,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42342,802,5,5,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42343,803,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42344,804,8,8,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42345,316,32,32,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42346,331,32,32,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42347,350,16,16,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42348,531,16,16,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42349,779,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42350,781,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42351,783,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42352,784,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42353,792,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42354,794,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42355,955,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42356,961,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42357,965,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42358,967,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42359,975,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42360,977,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42361,989,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42362,997,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42363,998,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42364,999,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42365,514,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42366,516,7,7,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42367,517,6,6,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42368,518,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42369,519,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42370,520,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42371,522,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42372,706,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42373,722,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42374,736,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42375,737,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42376,738,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42377,742,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42378,743,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42379,746,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42380,748,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42381,805,9,9,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42382,806,10,10,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42383,807,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42384,808,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42385,810,7,7,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42386,811,6,6,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42387,812,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42388,813,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42389,815,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42390,816,7,7,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42391,818,6,6,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42392,819,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42393,820,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42394,821,5,5,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42395,823,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42396,824,7,7,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42397,826,6,6,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42398,827,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42399,828,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42400,829,5,5,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42401,835,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42402,839,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42403,886,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42404,888,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42405,891,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42406,894,22,22,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42407,899,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42408,943,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42409,945,22,22,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42410,946,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42411,947,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42412,949,9,9,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42413,950,10,10,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42414,951,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42415,994,9,9,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42416,995,8,8,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42417,996,5,5,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42418,3,220,220,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42419,324,44,44,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42420,327,22,22,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42421,328,16,16,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42422,329,18,18,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42423,330,10,10,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42424,398,22,22,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42425,399,22,22,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42426,400,14,14,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42427,401,30,30,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42428,529,22,22,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42429,532,88,88,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42430,533,22,22,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42431,534,22,22,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42432,802,9,9,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42433,803,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42434,804,12,12,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42435,316,44,44,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42436,331,44,44,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42437,350,22,22,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42438,531,22,22,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42439,780,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42440,781,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42441,782,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42442,783,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42443,795,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42444,799,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42445,801,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42446,955,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42447,964,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42448,966,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42449,973,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42450,986,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42451,999,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42452,514,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42453,516,7,7,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42454,517,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42455,518,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42456,519,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42457,520,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42458,522,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42459,738,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42460,739,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42461,742,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42462,743,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42463,747,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42464,805,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42465,806,13,13,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42466,807,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42467,808,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42468,810,7,7,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42469,811,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42470,812,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42471,813,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42472,815,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42473,816,7,7,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42474,818,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42475,819,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42476,820,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42477,821,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42478,823,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42479,824,7,7,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42480,826,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42481,827,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42482,828,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42483,829,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42484,833,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42485,834,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42486,836,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42487,840,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42488,888,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42489,890,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42490,894,18,18,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42491,902,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42492,918,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42493,945,18,18,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42494,946,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42495,947,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42496,949,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42497,950,13,13,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42498,951,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42499,994,6,6,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42500,995,8,8,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42501,996,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42502,3,180,180,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42503,324,36,36,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42504,327,18,18,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42505,328,16,16,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42506,329,14,14,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42507,330,6,6,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42508,398,18,18,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42509,399,18,18,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42510,400,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42511,401,32,32,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42512,529,18,18,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42513,532,72,72,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42514,533,18,18,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42515,534,18,18,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42516,802,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42517,803,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42518,804,11,11,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42519,316,36,36,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42520,331,36,36,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42521,350,18,18,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42522,531,18,18,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42523,782,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42524,783,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42525,784,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42526,793,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42527,795,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42528,797,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42529,798,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42530,966,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42531,967,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42532,969,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42533,983,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42534,997,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42535,999,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42536,514,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42537,516,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42538,517,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42539,518,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42540,519,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42541,522,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42542,736,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42543,738,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42544,743,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42545,746,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42546,747,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42547,805,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42548,806,9,9,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42549,807,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42550,808,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42551,810,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42552,811,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42553,812,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42554,813,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42555,815,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42556,816,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42557,818,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42558,819,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42559,820,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42560,821,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42561,822,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42562,823,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42563,824,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42564,826,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42565,827,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42566,828,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42567,829,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42568,833,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42569,838,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42570,840,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42571,890,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42572,891,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42573,893,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42574,894,15,15,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42575,906,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42576,945,15,15,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42577,947,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42578,949,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42579,950,9,9,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42580,951,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42581,994,5,5,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42582,995,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42583,996,6,6,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42584,3,150,150,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42585,324,30,30,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42586,327,15,15,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42587,328,10,10,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42588,329,12,12,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42589,330,8,8,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42590,398,15,15,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42591,399,15,15,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42592,400,6,6,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42593,401,24,24,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42594,529,15,15,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42595,532,60,60,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42596,533,15,15,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42597,534,15,15,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42598,802,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42599,803,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42600,804,10,10,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42601,316,30,30,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42602,331,30,30,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42603,350,15,15,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42604,531,15,15,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42605,779,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42606,780,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42607,782,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42608,783,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42609,801,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42610,953,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42611,955,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42612,960,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42613,963,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42614,966,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42615,968,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42616,974,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42617,977,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42618,980,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42619,997,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42620,514,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42621,516,6,6,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42622,517,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42623,518,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42624,520,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42625,521,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42626,522,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42627,722,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42628,736,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42629,739,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42630,743,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
42631,747,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
