CurrencyRateID,CurrencyRateDate,FromCurrencyCode,ToCurrencyCode,AverageRate,EndOfDayRate,ModifiedDate
7357,00:00.0,USD,CAD,1.5406,1.5361,00:00.0
7358,00:00.0,USD,CNY,8.2775,8.2773,00:00.0
7359,00:00.0,USD,EUR,1.1191,1.1183,00:00.0
7360,00:00.0,USD,GBP,0.7018,0.7015,00:00.0
7361,00:00.0,USD,JPY,121.935,121.92,00:00.0
7362,00:00.0,USD,MXN,9.092,9.092,00:00.0
7363,00:00.0,USD,SAR,3.7505,3.7482,00:00.0
7364,00:00.0,USD,VEB,729.5,729.47,00:00.0
7365,00:00.0,USD,ARS,0.9989,0.9992,00:00.0
7366,00:00.0,USD,AUD,1.95,1.9507,00:00.0
7367,00:00.0,USD,BRL,2.464,2.467,00:00.0
7368,00:00.0,USD,CAD,1.5411,1.5505,00:00.0
7369,00:00.0,USD,CNY,8.2775,8.2782,00:00.0
7370,00:00.0,USD,EUR,1.1183,1.1192,00:00.0
7371,00:00.0,USD,GBP,0.7026,0.7027,00:00.0
7372,00:00.0,USD,JPY,122.06,122.068,00:00.0
7373,00:00.0,USD,MXN,9.092,9.0939,00:00.0
7374,00:00.0,USD,SAR,3.7505,3.7522,00:00.0
7375,00:00.0,USD,VEB,729.5,729.5099,00:00.0
7376,00:00.0,USD,ARS,0.9989,0.9981,00:00.0
7377,00:00.0,USD,AUD,1.9462,1.9456,00:00.0
7378,00:00.0,USD,BRL,2.464,2.458,00:00.0
7379,00:00.0,USD,CAD,1.5405,1.539,00:00.0
7380,00:00.0,USD,CNY,8.2775,8.2768,00:00.0
7381,00:00.0,USD,EUR,1.1192,1.119,00:00.0
7382,00:00.0,USD,GBP,0.7026,0.7018,00:00.0
7383,00:00.0,USD,JPY,122.1,122.031,00:00.0
7384,00:00.0,USD,MXN,9.092,9.083,00:00.0
7385,00:00.0,USD,SAR,3.7507,3.7494,00:00.0
7386,00:00.0,USD,VEB,729.5,729.44,00:00.0
7387,00:00.0,USD,ARS,0.9996,1.0002,00:00.0
7388,00:00.0,USD,AUD,1.9329,1.933,00:00.0
7389,00:00.0,USD,BRL,2.4977,2.5,00:00.0
7390,00:00.0,USD,CAD,1.5384,1.5458,00:00.0
7391,00:00.0,USD,CNY,8.2779,8.2779,00:00.0
7392,00:00.0,USD,EUR,1.1146,1.1146,00:00.0
7393,00:00.0,USD,GBP,0.7034,0.7043,00:00.0
7394,00:00.0,USD,JPY,122.52,122.572,00:00.0
7395,00:00.0,USD,MXN,9.115,9.1219,00:00.0
7396,00:00.0,USD,SAR,3.7505,3.7536,00:00.0
7397,00:00.0,USD,VEB,729.5,729.57,00:00.0
7398,00:00.0,USD,ARS,0.9997,0.9987,00:00.0
7399,00:00.0,USD,AUD,1.9141,1.9138,00:00.0
7400,00:00.0,USD,BRL,2.5179,2.5089,00:00.0
7401,00:00.0,USD,CAD,1.5371,1.5354,00:00.0
7402,00:00.0,USD,CNY,8.2781,8.2777,00:00.0
7403,00:00.0,USD,EUR,1.1074,1.107,00:00.0
7404,00:00.0,USD,GBP,0.6996,0.6994,00:00.0
7405,00:00.0,USD,JPY,121.792,121.78,00:00.0
7406,00:00.0,USD,MXN,9.137,9.128,00:00.0
7407,00:00.0,USD,SAR,3.7505,3.7416,00:00.0
7408,00:00.0,USD,VEB,729.5099,729.46,00:00.0
7409,00:00.0,USD,ARS,0.9998,1.0001,00:00.0
7410,00:00.0,USD,AUD,1.892,1.8923,00:00.0
7411,00:00.0,USD,BRL,2.4899,2.495,00:00.0
7412,00:00.0,USD,CAD,1.5278,1.5299,00:00.0
7413,00:00.0,USD,CNY,8.2779,8.2783,00:00.0
7414,00:00.0,USD,EUR,1.0955,1.0958,00:00.0
7415,00:00.0,USD,GBP,0.6943,0.6946,00:00.0
7416,00:00.0,USD,JPY,119.462,119.543,00:00.0
7417,00:00.0,USD,MXN,9.08,9.082,00:00.0
7418,00:00.0,USD,SAR,3.7505,3.7597,00:00.0
7419,00:00.0,USD,VEB,729.75,729.85,00:00.0
7420,00:00.0,USD,ARS,0.9997,0.999,00:00.0
7421,00:00.0,USD,AUD,1.9067,1.9067,00:00.0
7422,00:00.0,USD,BRL,2.5022,2.498,00:00.0
7423,00:00.0,USD,CAD,1.5376,1.5299,00:00.0
7424,00:00.0,USD,CNY,8.2777,8.2773,00:00.0
7425,00:00.0,USD,EUR,1.0959,1.0956,00:00.0
7426,00:00.0,USD,GBP,0.6922,0.6917,00:00.0
7427,00:00.0,USD,JPY,119.965,119.962,00:00.0
7428,00:00.0,USD,MXN,9.0914,9.0839,00:00.0
7429,00:00.0,USD,SAR,3.7505,3.7431,00:00.0
7430,00:00.0,USD,VEB,729.73,729.6799,00:00.0
7431,00:00.0,USD,ARS,0.9985,0.9986,00:00.0
7432,00:00.0,USD,AUD,1.8663,1.8673,00:00.0
7433,00:00.0,USD,BRL,2.519,2.524,00:00.0
7434,00:00.0,USD,CAD,1.5441,1.5516,00:00.0
7435,00:00.0,USD,CNY,8.2775,8.2781,00:00.0
7436,00:00.0,USD,EUR,1.0895,1.0901,00:00.0
7437,00:00.0,USD,GBP,0.6915,0.6922,00:00.0
7438,00:00.0,USD,JPY,120.232,120.233,00:00.0
7439,00:00.0,USD,MXN,9.1151,9.1159,00:00.0
7440,00:00.0,USD,SAR,3.7505,3.7545,00:00.0
7441,00:00.0,USD,VEB,729.73,729.8099,00:00.0
7442,00:00.0,USD,ARS,0.9985,0.9979,00:00.0
7443,00:00.0,USD,AUD,1.8692,1.8691,00:00.0
7444,00:00.0,USD,BRL,2.519,2.511,00:00.0
7445,00:00.0,USD,CAD,1.5418,1.5378,00:00.0
7446,00:00.0,USD,CNY,8.2775,8.2774,00:00.0
7447,00:00.0,USD,EUR,1.0915,1.0912,00:00.0
7448,00:00.0,USD,GBP,0.6921,0.6914,00:00.0
7449,00:00.0,USD,JPY,120.22,120.184,00:00.0
7450,00:00.0,USD,MXN,9.128,9.1229,00:00.0
7451,00:00.0,USD,SAR,3.7507,3.7471,00:00.0
7452,00:00.0,USD,VEB,729.73,729.6399,00:00.0
7453,00:00.0,USD,ARS,0.9985,0.9993,00:00.0
7454,00:00.0,USD,AUD,1.8692,1.8694,00:00.0
7455,00:00.0,USD,BRL,2.519,2.5249,00:00.0
7456,00:00.0,USD,CAD,1.5428,1.55,00:00.0
7457,00:00.0,USD,CNY,8.2775,8.2782,00:00.0
7458,00:00.0,USD,EUR,1.0915,1.092,00:00.0
7459,00:00.0,USD,GBP,0.6921,0.6929,00:00.0
7460,00:00.0,USD,JPY,120.279,120.311,00:00.0
7461,00:00.0,USD,MXN,9.128,9.131,00:00.0
7462,00:00.0,USD,SAR,3.7507,3.7517,00:00.0
7463,00:00.0,USD,VEB,729.73,729.7699,00:00.0
7464,00:00.0,USD,ARS,0.9985,0.9978,00:00.0
7465,00:00.0,USD,AUD,1.8781,1.8779,00:00.0
7466,00:00.0,USD,BRL,2.52,2.511,00:00.0
7467,00:00.0,USD,CAD,1.5454,1.5367,00:00.0
7468,00:00.0,USD,CNY,8.2775,8.2772,00:00.0
7469,00:00.0,USD,EUR,1.0943,1.0939,00:00.0
7470,00:00.0,USD,GBP,0.6922,0.6914,00:00.0
7471,00:00.0,USD,JPY,120.715,120.711,00:00.0
7472,00:00.0,USD,MXN,9.1289,9.125,00:00.0
7473,00:00.0,USD,SAR,3.7463,3.7441,00:00.0
7474,00:00.0,USD,VEB,730.25,730.1699,00:00.0
7475,00:00.0,USD,ARS,0.9991,0.9991,00:00.0
7476,00:00.0,USD,AUD,1.8717,1.8724,00:00.0
7477,00:00.0,USD,BRL,2.5537,2.5539,00:00.0
7478,00:00.0,USD,CAD,1.5478,1.5528,00:00.0
7479,00:00.0,USD,CNY,8.2775,8.2782,00:00.0
7480,00:00.0,USD,EUR,1.0909,1.0919,00:00.0
7481,00:00.0,USD,GBP,0.6887,0.6896,00:00.0
7482,00:00.0,USD,JPY,119.577,119.65,00:00.0
7483,00:00.0,USD,MXN,9.1591,9.169,00:00.0
7484,00:00.0,USD,SAR,3.7505,3.7509,00:00.0
7485,00:00.0,USD,VEB,730.75,730.7599,00:00.0
7486,00:00.0,USD,ARS,0.9997,0.9996,00:00.0
7487,00:00.0,USD,AUD,1.872,1.8714,00:00.0
7488,00:00.0,USD,BRL,2.5217,2.512,00:00.0
7489,00:00.0,USD,CAD,1.5429,1.535,00:00.0
7490,00:00.0,USD,CNY,8.2776,8.2771,00:00.0
7491,00:00.0,USD,EUR,1.0934,1.0934,00:00.0
7492,00:00.0,USD,GBP,0.6905,0.6903,00:00.0
7493,00:00.0,USD,JPY,120.4779,120.4599,00:00.0
7494,00:00.0,USD,MXN,9.1241,9.114,00:00.0
7495,00:00.0,USD,SAR,3.7505,3.749,00:00.0
7496,00:00.0,USD,VEB,732.73,732.73,00:00.0
7497,00:00.0,USD,ARS,0.9997,0.9998,00:00.0
7498,00:00.0,USD,AUD,1.8737,1.8737,00:00.0
7499,00:00.0,USD,BRL,2.5308,2.5369,00:00.0
7500,00:00.0,USD,CAD,1.5408,1.5448,00:00.0
7501,00:00.0,USD,CNY,8.2775,8.2775,00:00.0
7502,00:00.0,USD,EUR,1.0933,1.0939,00:00.0
7503,00:00.0,USD,GBP,0.6911,0.6915,00:00.0
7504,00:00.0,USD,JPY,119.905,119.9689,00:00.0
7505,00:00.0,USD,MXN,9.13,9.131,00:00.0
7506,00:00.0,USD,SAR,3.7505,3.7578,00:00.0
7507,00:00.0,USD,VEB,733.73,733.8099,00:00.0
7508,00:00.0,USD,ARS,0.999,0.9985,00:00.0
7509,00:00.0,USD,AUD,1.8716,1.8712,00:00.0
7510,00:00.0,USD,BRL,2.547,2.539,00:00.0
7511,00:00.0,USD,CAD,1.5402,1.5395,00:00.0
7512,00:00.0,USD,CNY,8.2781,8.278,00:00.0
7513,00:00.0,USD,EUR,1.0951,1.0944,00:00.0
7514,00:00.0,USD,GBP,0.6931,0.6921,00:00.0
7515,00:00.0,USD,JPY,120.101,120.062,00:00.0
7516,00:00.0,USD,MXN,9.0999,9.0939,00:00.0
7517,00:00.0,USD,SAR,3.7505,3.7498,00:00.0
7518,00:00.0,USD,VEB,735,734.9099,00:00.0
7519,00:00.0,USD,ARS,0.999,0.9991,00:00.0
7520,00:00.0,USD,AUD,1.8736,1.874,00:00.0
7521,00:00.0,USD,BRL,2.547,2.552,00:00.0
7522,00:00.0,USD,CAD,1.5421,1.5466,00:00.0
7523,00:00.0,USD,CNY,8.2781,8.2788,00:00.0
7524,00:00.0,USD,EUR,1.0942,1.0944,00:00.0
7525,00:00.0,USD,GBP,0.6931,0.6938,00:00.0
7526,00:00.0,USD,JPY,120.24,120.289,00:00.0
7527,00:00.0,USD,MXN,9.0999,9.1029,00:00.0
7528,00:00.0,USD,SAR,3.7505,3.753,00:00.0
7529,00:00.0,USD,VEB,735,735.0599,00:00.0
7530,00:00.0,USD,ARS,0.999,0.9988,00:00.0
7531,00:00.0,USD,AUD,1.8715,1.8709,00:00.0
7532,00:00.0,USD,BRL,2.547,2.547,00:00.0
7533,00:00.0,USD,CAD,1.5421,1.5367,00:00.0
7534,00:00.0,USD,CNY,8.2781,8.2772,00:00.0
7535,00:00.0,USD,EUR,1.0942,1.0936,00:00.0
7536,00:00.0,USD,GBP,0.6931,0.6926,00:00.0
7537,00:00.0,USD,JPY,120.13,120.041,00:00.0
7538,00:00.0,USD,MXN,9.0999,9.0969,00:00.0
7539,00:00.0,USD,SAR,3.7505,3.7452,00:00.0
7540,00:00.0,USD,VEB,735,734.97,00:00.0
7541,00:00.0,USD,ARS,0.9998,1.0002,00:00.0
7542,00:00.0,USD,AUD,1.888,1.8886,00:00.0
7543,00:00.0,USD,BRL,2.5579,2.5619,00:00.0
7544,00:00.0,USD,CAD,1.5415,1.5443,00:00.0
7545,00:00.0,USD,CNY,8.2777,8.2784,00:00.0
7546,00:00.0,USD,EUR,1.097,1.0974,00:00.0
7547,00:00.0,USD,GBP,0.6922,0.6926,00:00.0
7548,00:00.0,USD,JPY,119.983,120.075,00:00.0
7549,00:00.0,USD,MXN,9.1311,9.1349,00:00.0
7550,00:00.0,USD,SAR,3.7505,3.7549,00:00.0
7551,00:00.0,USD,VEB,735,735.07,00:00.0
7552,00:00.0,USD,ARS,0.9999,0.9996,00:00.0
7553,00:00.0,USD,AUD,1.8876,1.8871,00:00.0
7554,00:00.0,USD,BRL,2.5575,2.5569,00:00.0
7555,00:00.0,USD,CAD,1.5403,1.5387,00:00.0
7556,00:00.0,USD,CNY,8.2775,8.2773,00:00.0
7557,00:00.0,USD,EUR,1.0974,1.0974,00:00.0
7558,00:00.0,USD,GBP,0.6892,0.6891,00:00.0
7559,00:00.0,USD,JPY,120.183,120.13,00:00.0
7560,00:00.0,USD,MXN,9.1539,9.153,00:00.0
7561,00:00.0,USD,SAR,3.7507,3.7446,00:00.0
7562,00:00.0,USD,VEB,736,735.9199,00:00.0
7563,00:00.0,USD,ARS,0.9999,1.0004,00:00.0
7564,00:00.0,USD,AUD,1.8889,1.8894,00:00.0
7565,00:00.0,USD,BRL,2.5466,2.5539,00:00.0
7566,00:00.0,USD,CAD,1.5456,1.5504,00:00.0
7567,00:00.0,USD,CNY,8.2776,8.2782,00:00.0
7568,00:00.0,USD,EUR,1.0992,1.0992,00:00.0
7569,00:00.0,USD,GBP,0.6889,0.6891,00:00.0
7570,00:00.0,USD,JPY,120.21,120.226,00:00.0
7571,00:00.0,USD,MXN,9.153,9.1539,00:00.0
7572,00:00.0,USD,SAR,3.7482,3.7494,00:00.0
7573,00:00.0,USD,VEB,738,738.0499,00:00.0
7574,00:00.0,USD,ARS,0.9999,0.999,00:00.0
7575,00:00.0,USD,AUD,1.8812,1.8809,00:00.0
7576,00:00.0,USD,BRL,2.532,2.524,00:00.0
7577,00:00.0,USD,CAD,1.5455,1.5377,00:00.0
7578,00:00.0,USD,CNY,8.2774,8.2769,00:00.0
7579,00:00.0,USD,EUR,1.0912,1.0905,00:00.0
7580,00:00.0,USD,GBP,0.6863,0.6853,00:00.0
7581,00:00.0,USD,JPY,119.479,119.462,00:00.0
7582,00:00.0,USD,MXN,9.202,9.1999,00:00.0
7583,00:00.0,USD,SAR,3.7484,3.7465,00:00.0
7584,00:00.0,USD,VEB,737,736.95,00:00.0
7585,00:00.0,USD,ARS,0.998,0.9985,00:00.0
7586,00:00.0,USD,AUD,1.8895,1.8898,00:00.0
7587,00:00.0,USD,BRL,2.5649,2.571,00:00.0
7588,00:00.0,USD,CAD,1.5508,1.5609,00:00.0
7589,00:00.0,USD,CNY,8.2776,8.2776,00:00.0
7590,00:00.0,USD,EUR,1.0975,1.0978,00:00.0
7591,00:00.0,USD,GBP,0.6877,0.6879,00:00.0
7592,00:00.0,USD,JPY,118.799,118.809,00:00.0
7593,00:00.0,USD,MXN,9.2119,9.2129,00:00.0
7594,00:00.0,USD,SAR,3.749,3.7583,00:00.0
7595,00:00.0,USD,VEB,737,737,00:00.0
7596,00:00.0,USD,ARS,0.998,0.997,00:00.0
7597,00:00.0,USD,AUD,1.8895,1.8891,00:00.0
7598,00:00.0,USD,BRL,2.5649,2.563,00:00.0
7599,00:00.0,USD,CAD,1.5507,1.5502,00:00.0
7600,00:00.0,USD,CNY,8.2776,8.2773,00:00.0
7601,00:00.0,USD,EUR,1.0961,1.0955,00:00.0
7602,00:00.0,USD,GBP,0.6878,0.6875,00:00.0
7603,00:00.0,USD,JPY,118.81,118.72,00:00.0
7604,00:00.0,USD,MXN,9.2119,9.202,00:00.0
7605,00:00.0,USD,SAR,3.749,3.7431,00:00.0
7606,00:00.0,USD,VEB,737,736.97,00:00.0
7607,00:00.0,USD,ARS,0.998,0.9983,00:00.0
7608,00:00.0,USD,AUD,1.893,1.8939,00:00.0
7609,00:00.0,USD,BRL,2.5649,2.571,00:00.0
7610,00:00.0,USD,CAD,1.5507,1.5531,00:00.0
7611,00:00.0,USD,CNY,8.2776,8.2784,00:00.0
7612,00:00.0,USD,EUR,1.0984,1.0989,00:00.0
7613,00:00.0,USD,GBP,0.6878,0.6885,00:00.0
7614,00:00.0,USD,JPY,118.926,118.934,00:00.0
7615,00:00.0,USD,MXN,9.2119,9.2149,00:00.0
7616,00:00.0,USD,SAR,3.7505,3.7568,00:00.0
7617,00:00.0,USD,VEB,737,737.0299,00:00.0
7618,00:00.0,USD,ARS,0.9996,0.9991,00:00.0
7619,00:00.0,USD,AUD,1.8968,1.8957,00:00.0
7620,00:00.0,USD,BRL,2.5676,2.5609,00:00.0
7621,00:00.0,USD,CAD,1.5515,1.5445,00:00.0
7622,00:00.0,USD,CNY,8.2777,8.2773,00:00.0
7623,00:00.0,USD,EUR,1.1017,1.1009,00:00.0
7624,00:00.0,USD,GBP,0.6881,0.6874,00:00.0
7625,00:00.0,USD,JPY,118.798,118.759,00:00.0
7626,00:00.0,USD,MXN,9.195,9.189,00:00.0
7627,00:00.0,USD,SAR,3.7501,3.742,00:00.0
7628,00:00.0,USD,VEB,738,737.98,00:00.0
7629,00:00.0,USD,ARS,0.9997,1.0004,00:00.0
7630,00:00.0,USD,AUD,1.919,1.9191,00:00.0
7631,00:00.0,USD,BRL,2.5634,2.5699,00:00.0
7632,00:00.0,USD,CAD,1.5602,1.5617,00:00.0
7633,00:00.0,USD,CNY,8.2775,8.2779,00:00.0
7634,00:00.0,USD,EUR,1.1256,1.1259,00:00.0
7635,00:00.0,USD,GBP,0.6927,0.6937,00:00.0
7636,00:00.0,USD,JPY,119.17,119.205,00:00.0
7637,00:00.0,USD,MXN,9.2149,9.2149,00:00.0
7638,00:00.0,USD,SAR,3.7507,3.7526,00:00.0
7639,00:00.0,USD,VEB,740,740.0099,00:00.0
7640,00:00.0,USD,ARS,0.9997,0.9988,00:00.0
7641,00:00.0,USD,AUD,1.9192,1.9185,00:00.0
7642,00:00.0,USD,BRL,2.5768,2.572,00:00.0
7643,00:00.0,USD,CAD,1.5573,1.5509,00:00.0
7644,00:00.0,USD,CNY,8.2777,8.2774,00:00.0
7645,00:00.0,USD,EUR,1.129,1.1283,00:00.0
7646,00:00.0,USD,GBP,0.6865,0.686,00:00.0
7647,00:00.0,USD,JPY,120.7069,120.65,00:00.0
7648,00:00.0,USD,MXN,9.257,9.252,00:00.0
7649,00:00.0,USD,SAR,3.7496,3.7469,00:00.0
7650,00:00.0,USD,VEB,742.0099,741.95,00:00.0
7651,00:00.0,USD,ARS,0.9996,0.9999,00:00.0
7652,00:00.0,USD,AUD,1.915,1.9158,00:00.0
7653,00:00.0,USD,BRL,2.583,2.584,00:00.0
7654,00:00.0,USD,CAD,1.5576,1.5606,00:00.0
7655,00:00.0,USD,CNY,8.2775,8.2782,00:00.0
7656,00:00.0,USD,EUR,1.1166,1.1169,00:00.0
7657,00:00.0,USD,GBP,0.6863,0.6863,00:00.0
7658,00:00.0,USD,JPY,121.018,121.111,00:00.0
7659,00:00.0,USD,MXN,9.3188,9.329,00:00.0
7660,00:00.0,USD,SAR,3.7505,3.7585,00:00.0
7661,00:00.0,USD,VEB,745.5,745.5099,00:00.0
7662,00:00.0,USD,ARS,0.9989,0.9983,00:00.0
7663,00:00.0,USD,AUD,1.9265,1.9258,00:00.0
7664,00:00.0,USD,BRL,2.583,2.581,00:00.0
7665,00:00.0,USD,CAD,1.5666,1.5567,00:00.0
7666,00:00.0,USD,CNY,8.2774,8.2773,00:00.0
7667,00:00.0,USD,EUR,1.102,1.1015,00:00.0
7668,00:00.0,USD,GBP,0.6845,0.6841,00:00.0
7669,00:00.0,USD,JPY,120.1,120.026,00:00.0
7670,00:00.0,USD,MXN,9.3599,9.3499,00:00.0
7671,00:00.0,USD,SAR,3.7505,3.7464,00:00.0
7672,00:00.0,USD,VEB,747.5,747.48,00:00.0
7673,00:00.0,USD,ARS,0.9989,0.9998,00:00.0
7674,00:00.0,USD,AUD,1.9257,1.9263,00:00.0
7675,00:00.0,USD,BRL,2.583,2.5899,00:00.0
7676,00:00.0,USD,CAD,1.5669,1.5766,00:00.0
7677,00:00.0,USD,CNY,8.2774,8.2775,00:00.0
7678,00:00.0,USD,EUR,1.102,1.1024,00:00.0
7679,00:00.0,USD,GBP,0.6845,0.6854,00:00.0
7680,00:00.0,USD,JPY,120.1,120.134,00:00.0
7681,00:00.0,USD,MXN,9.3599,9.3659,00:00.0
7682,00:00.0,USD,SAR,3.7505,3.7515,00:00.0
7683,00:00.0,USD,VEB,747.5,747.58,00:00.0
7684,00:00.0,USD,ARS,0.9989,0.9983,00:00.0
7685,00:00.0,USD,AUD,1.9257,1.9256,00:00.0
7686,00:00.0,USD,BRL,2.583,2.581,00:00.0
7687,00:00.0,USD,CAD,1.5669,1.5593,00:00.0
7688,00:00.0,USD,CNY,8.2774,8.2774,00:00.0
7689,00:00.0,USD,EUR,1.1033,1.1027,00:00.0
7690,00:00.0,USD,GBP,0.6845,0.6836,00:00.0
7691,00:00.0,USD,JPY,120.16,120.151,00:00.0
7692,00:00.0,USD,MXN,9.3599,9.358,00:00.0
7693,00:00.0,USD,SAR,3.7505,3.7423,00:00.0
7694,00:00.0,USD,VEB,747.5,747.45,00:00.0
7695,00:00.0,USD,ARS,0.9998,1,00:00.0
7696,00:00.0,USD,AUD,1.9481,1.949,00:00.0
7697,00:00.0,USD,BRL,2.6069,2.615,00:00.0
7698,00:00.0,USD,CAD,1.5626,1.564,00:00.0
7699,00:00.0,USD,CNY,8.2774,8.2782,00:00.0
7700,00:00.0,USD,EUR,1.1124,1.113,00:00.0
7701,00:00.0,USD,GBP,0.6858,0.6861,00:00.0
7702,00:00.0,USD,JPY,120.9509,121.036,00:00.0
7703,00:00.0,USD,MXN,9.3978,9.4009,00:00.0
7704,00:00.0,USD,SAR,3.7482,3.7561,00:00.0
7705,00:00.0,USD,VEB,746,746.0499,00:00.0
7706,00:00.0,USD,ARS,0.9998,0.9991,00:00.0
7707,00:00.0,USD,AUD,1.9177,1.917,00:00.0
7708,00:00.0,USD,BRL,2.6619,2.6539,00:00.0
7709,00:00.0,USD,CAD,1.5654,1.5595,00:00.0
7710,00:00.0,USD,CNY,8.2776,8.2773,00:00.0
7711,00:00.0,USD,EUR,1.0934,1.0933,00:00.0
7712,00:00.0,USD,GBP,0.6772,0.677,00:00.0
7713,00:00.0,USD,JPY,119.13,119.037,00:00.0
7714,00:00.0,USD,MXN,9.55,9.5449,00:00.0
7715,00:00.0,USD,SAR,3.7505,3.7475,00:00.0
7716,00:00.0,USD,VEB,746.25,746.1799,00:00.0
7717,00:00.0,USD,ARS,0.9998,0.9999,00:00.0
7718,00:00.0,USD,AUD,1.9167,1.9168,00:00.0
7719,00:00.0,USD,BRL,2.6619,2.6659,00:00.0
7720,00:00.0,USD,CAD,1.5645,1.5718,00:00.0
7721,00:00.0,USD,CNY,8.2776,8.2786,00:00.0
7722,00:00.0,USD,EUR,1.1032,1.1039,00:00.0
7723,00:00.0,USD,GBP,0.6812,0.6815,00:00.0
7724,00:00.0,USD,JPY,119.13,119.147,00:00.0
7725,00:00.0,USD,MXN,9.55,9.554,00:00.0
7726,00:00.0,USD,SAR,3.7505,3.7515,00:00.0
7727,00:00.0,USD,VEB,746.25,746.3099,00:00.0
7728,00:00.0,USD,ARS,0.9995,0.9986,00:00.0
7729,00:00.0,USD,AUD,1.9372,1.9362,00:00.0
7730,00:00.0,USD,BRL,2.657,2.6509,00:00.0
7731,00:00.0,USD,CAD,1.5672,1.5641,00:00.0
7732,00:00.0,USD,CNY,8.2767,8.2766,00:00.0
7733,00:00.0,USD,EUR,1.0983,1.0976,00:00.0
7734,00:00.0,USD,GBP,0.6797,0.6794,00:00.0
7735,00:00.0,USD,JPY,118.907,118.899,00:00.0
7736,00:00.0,USD,MXN,9.55,9.5489,00:00.0
7737,00:00.0,USD,SAR,3.7504,3.7421,00:00.0
7738,00:00.0,USD,VEB,744,743.98,00:00.0
7739,00:00.0,USD,ARS,0.9985,0.9995,00:00.0
7740,00:00.0,USD,AUD,1.9429,1.9434,00:00.0
7741,00:00.0,USD,BRL,2.6859,2.693,00:00.0
7742,00:00.0,USD,CAD,1.5652,1.5724,00:00.0
7743,00:00.0,USD,CNY,8.2766,8.2766,00:00.0
7744,00:00.0,USD,EUR,1.0983,1.0985,00:00.0
7745,00:00.0,USD,GBP,0.6797,0.68,00:00.0
7746,00:00.0,USD,JPY,117.402,117.402,00:00.0
7747,00:00.0,USD,MXN,9.55,9.557,00:00.0
7748,00:00.0,USD,SAR,3.7504,3.7559,00:00.0
7749,00:00.0,USD,VEB,744,744.0099,00:00.0
7750,00:00.0,USD,ARS,0.9985,0.9982,00:00.0
7751,00:00.0,USD,AUD,1.9429,1.942,00:00.0
7752,00:00.0,USD,BRL,2.6859,2.677,00:00.0
7753,00:00.0,USD,CAD,1.5652,1.5624,00:00.0
7754,00:00.0,USD,CNY,8.2766,8.2757,00:00.0
7755,00:00.0,USD,EUR,1.0983,1.0982,00:00.0
7756,00:00.0,USD,GBP,0.6797,0.6788,00:00.0
7757,00:00.0,USD,JPY,117.402,117.36,00:00.0
7758,00:00.0,USD,MXN,9.55,9.547,00:00.0
7759,00:00.0,USD,SAR,3.7504,3.7469,00:00.0
7760,00:00.0,USD,VEB,744,743.97,00:00.0
7761,00:00.0,USD,ARS,0.9985,0.999,00:00.0
7762,00:00.0,USD,AUD,1.9429,1.9431,00:00.0
7763,00:00.0,USD,BRL,2.6859,2.688,00:00.0
7764,00:00.0,USD,CAD,1.5652,1.5679,00:00.0
7765,00:00.0,USD,CNY,8.2766,8.2773,00:00.0
7766,00:00.0,USD,EUR,1.0983,1.0983,00:00.0
7767,00:00.0,USD,GBP,0.6797,0.6801,00:00.0
7768,00:00.0,USD,JPY,117.402,117.444,00:00.0
7769,00:00.0,USD,MXN,9.55,9.551,00:00.0
7770,00:00.0,USD,SAR,3.7504,3.7599,00:00.0
7771,00:00.0,USD,VEB,744,744,00:00.0
7772,00:00.0,USD,ARS,0.9985,0.9985,00:00.0
7773,00:00.0,USD,AUD,1.9907,1.9903,00:00.0
7774,00:00.0,USD,BRL,2.6659,2.6579,00:00.0
7775,00:00.0,USD,CAD,1.5705,1.5653,00:00.0
7776,00:00.0,USD,CNY,8.2766,8.2764,00:00.0
7777,00:00.0,USD,EUR,1.0813,1.0811,00:00.0
7778,00:00.0,USD,GBP,0.6824,0.6822,00:00.0
7779,00:00.0,USD,JPY,117.812,117.745,00:00.0
7780,00:00.0,USD,MXN,9.55,9.548,00:00.0
7781,00:00.0,USD,SAR,3.7502,3.7475,00:00.0
7782,00:00.0,USD,VEB,744.25,744.1799,00:00.0
7783,00:00.0,USD,ARS,0.9996,0.9997,00:00.0
7784,00:00.0,USD,AUD,2.0133,2.0142,00:00.0
7785,00:00.0,USD,BRL,2.6659,2.672,00:00.0
7786,00:00.0,USD,CAD,1.5726,1.5806,00:00.0
7787,00:00.0,USD,CNY,8.2767,8.2768,00:00.0
7788,00:00.0,USD,EUR,1.0783,1.0785,00:00.0
7789,00:00.0,USD,GBP,0.6813,0.6814,00:00.0
7790,00:00.0,USD,JPY,117.3559,117.394,00:00.0
7791,00:00.0,USD,MXN,9.55,9.5549,00:00.0
7792,00:00.0,USD,SAR,3.7504,3.7509,00:00.0
7793,00:00.0,USD,VEB,745.0099,745.1,00:00.0
7794,00:00.0,USD,ARS,0.9996,0.999,00:00.0
7795,00:00.0,USD,AUD,2.0274,2.0274,00:00.0
7796,00:00.0,USD,BRL,2.7829,2.778,00:00.0
7797,00:00.0,USD,CAD,1.5696,1.5617,00:00.0
7798,00:00.0,USD,CNY,8.2866,8.2861,00:00.0
7799,00:00.0,USD,EUR,1.0782,1.0781,00:00.0
7800,00:00.0,USD,GBP,0.681,0.6804,00:00.0
